source,rel_type,target,source_type,target_type
C1866504,has_phenotype,C0079154,phenotype,phenotype
C1866504,has_phenotype,C0149651,phenotype,phenotype
C1866504,has_phenotype,C0151908,phenotype,phenotype
C1866504,has_phenotype,C0221261,phenotype,phenotype
C1866504,has_phenotype,C0234132,phenotype,phenotype
C1866504,has_phenotype,C0263491,phenotype,phenotype
C1866504,has_phenotype,C0423867,phenotype,phenotype
C1866504,has_phenotype,C0426414,phenotype,phenotype
C1866504,has_phenotype,C0574769,phenotype,phenotype
C1866504,has_phenotype,C0687149,phenotype,phenotype
C1866504,has_phenotype,C1167713,phenotype,phenotype
C1866504,has_phenotype,C1836933,phenotype,phenotype
C1866504,has_phenotype,C1850189,phenotype,phenotype
C1866504,has_phenotype,C1862314,phenotype,phenotype
C1866504,has_phenotype,C3714745,phenotype,phenotype
C1866504,has_phenotype,C3714756,phenotype,phenotype
C1866504,has_phenotype,C4280623,phenotype,phenotype
C1866504,has_phenotype,C4732857,phenotype,phenotype
C1866504,has_phenotype,C4759713,phenotype,phenotype
GO:1904417,is_a,GO:1904415,function,function
10206,involved_in,GO:0045893,protein,function
C1836123,has_phenotype,C0005745,phenotype,phenotype
C1836123,has_phenotype,C0026827,phenotype,phenotype
C1836123,has_phenotype,C0240543,phenotype,phenotype
C1836123,has_phenotype,C0266464,phenotype,phenotype
C1836123,has_phenotype,C0266483,phenotype,phenotype
C1836123,has_phenotype,C0392163,phenotype,phenotype
C1836123,has_phenotype,C1832446,phenotype,phenotype
C1836123,has_phenotype,C1850189,phenotype,phenotype
C1836123,has_phenotype,C1853487,phenotype,phenotype
C1836123,has_phenotype,C1861324,phenotype,phenotype
C1836123,has_phenotype,C1868571,phenotype,phenotype
C1836123,has_phenotype,C3714756,phenotype,phenotype
C1836123,has_phenotype,C4230640,phenotype,phenotype
C1836123,has_phenotype,C4280304,phenotype,phenotype
C1836123,has_phenotype,C5539400,phenotype,phenotype
3669,interacts_with,80820,protein,protein
GO:2000330,is_a,GO:2000321,function,function
DB00726,antagonist,148,drug,protein
C4479510,has_phenotype,C4021550,phenotype,phenotype
C0796038,has_phenotype,C0003507,phenotype,phenotype
C0796038,has_phenotype,C0005745,phenotype,phenotype
C0796038,has_phenotype,C0018817,phenotype,phenotype
C0796038,has_phenotype,C0024636,phenotype,phenotype
C0796038,has_phenotype,C0424503,phenotype,phenotype
C0796038,has_phenotype,C0426415,phenotype,phenotype
C0796038,has_phenotype,C1850189,phenotype,phenotype
C0796038,has_phenotype,C1861324,phenotype,phenotype
C0796038,has_phenotype,C3714756,phenotype,phenotype
C0796038,has_phenotype,C4280304,phenotype,phenotype
C0796038,has_phenotype,C4280638,phenotype,phenotype
4329,interacts_with,126,protein,protein
4329,interacts_with,222,protein,protein
4329,interacts_with,3945,protein,protein
4329,interacts_with,229,protein,protein
4329,interacts_with,23760,protein,protein
4329,involved_in,GO:0006574,protein,function
4329,involved_in,GO:0019859,protein,function
4329,involved_in,GO:0009083,protein,function
4329,enables,GO:0102662,protein,function
4329,is_annotated_to,C0239676,protein,phenotype
4329,is_annotated_to,C0240543,protein,phenotype
4329,is_annotated_to,C0424503,protein,phenotype
C0013298,has_annotated,10526,phenotype,protein
126206,interacts_with,55655,protein,protein
126206,located_in,GO:0005938,protein,function
126206,is_active_in,GO:0005938,protein,function
126206,located_in,GO:0060473,protein,function
GO:0006583,is_a,GO:0006570,function,function
GO:0051363,is_a,GO:0018104,function,function
C0341447,has_phenotype,C0020598,phenotype,phenotype
C0341447,has_phenotype,C0026827,phenotype,phenotype
C0341447,has_phenotype,C5539400,phenotype,phenotype
1668,interacts_with,1667,protein,protein
1668,located_in,GO:0070062,protein,function
GO:0042414,is_a,GO:0006584,function,function
C1852576,has_phenotype,C0026827,phenotype,phenotype
C1852576,has_phenotype,C1839797,phenotype,phenotype
C1852576,has_phenotype,C5539400,phenotype,phenotype
117144,interacts_with,336,protein,protein
117144,interacts_with,336,protein,protein
117144,interacts_with,100132476,protein,protein
117144,interacts_with,150383,protein,protein
117144,interacts_with,83895,protein,protein
117144,interacts_with,23619,protein,protein
117144,interacts_with,7186,protein,protein
117144,interacts_with,220004,protein,protein
117144,interacts_with,10251,protein,protein
117144,involved_in,GO:0007283,protein,function
117144,involved_in,GO:0070588,protein,function
117144,involved_in,GO:0030154,protein,function
117144,enables,GO:0005227,protein,function
GO:0033509,is_a,GO:0006538,function,function
6419,interacts_with,7518,protein,protein
6419,involved_in,GO:0044774,protein,function
6419,involved_in,GO:0015074,protein,function
6419,involved_in,GO:0008283,protein,function
6419,involved_in,GO:0006303,protein,function
174,interacts_with,3106,protein,protein
GO:0018085,is_a,GO:0018366,function,function
55139,interacts_with,60560,protein,protein
55139,interacts_with,7514,protein,protein
687,involved_in,GO:0006357,protein,function
687,involved_in,GO:0007623,protein,function
687,involved_in,GO:0010839,protein,function
54995,interacts_with,4670,protein,protein
7407,interacts_with,7534,protein,protein
7407,interacts_with,7428,protein,protein
7407,interacts_with,4163,protein,protein
7407,interacts_with,3106,protein,protein
7407,interacts_with,60673,protein,protein
7407,involved_in,GO:0006438,protein,function
C4015619,has_phenotype,C1704276,phenotype,phenotype
C4015619,has_phenotype,C3714756,phenotype,phenotype
C3891921,has_phenotype,C4025177,phenotype,phenotype
C0008728,has_phenotype,C0003864,phenotype,phenotype
C0008728,has_phenotype,C0014118,phenotype,phenotype
C0008728,has_phenotype,C0020538,phenotype,phenotype
C0008728,has_phenotype,C0033687,phenotype,phenotype
C0008728,has_phenotype,C0151811,phenotype,phenotype
C0008728,has_phenotype,C0235896,phenotype,phenotype
C0008728,has_phenotype,C0375206,phenotype,phenotype
C0008728,has_phenotype,C3714745,phenotype,phenotype
C1837845,has_phenotype,C0004245,phenotype,phenotype
C1837845,has_phenotype,C0085610,phenotype,phenotype
54805,interacts_with,79908,protein,protein
54805,interacts_with,6259,protein,protein
54805,is_annotated_to,C3714756,protein,phenotype
54805,is_annotated_to,C0151786,protein,phenotype
55032,involved_in,GO:0008643,protein,function
55032,involved_in,GO:0090481,protein,function
C3715049,has_phenotype,C1704276,phenotype,phenotype
114336,interacts_with,10787,protein,protein
C0553604,is_a,C0553604,phenotype,phenotype
C0036420,has_phenotype,C0003864,phenotype,phenotype
C0036420,has_phenotype,C0007222,phenotype,phenotype
C0036420,has_phenotype,C0024636,phenotype,phenotype
C0036420,has_phenotype,C0034735,phenotype,phenotype
C0036420,has_phenotype,C0041834,phenotype,phenotype
C0036420,has_phenotype,C0149931,phenotype,phenotype
C0036420,has_phenotype,C0234958,phenotype,phenotype
C0036420,has_phenotype,C4020941,phenotype,phenotype
C0036420,has_phenotype,C4022024,phenotype,phenotype
C0036420,has_phenotype,C4025884,phenotype,phenotype
C0036420,has_phenotype,C4531023,phenotype,phenotype
1660,interacts_with,56916,protein,protein
1660,interacts_with,55832,protein,protein
1660,interacts_with,4738,protein,protein
1660,interacts_with,89941,protein,protein
1660,interacts_with,55366,protein,protein
1660,interacts_with,5036,protein,protein
1660,interacts_with,155061,protein,protein
1660,interacts_with,7112,protein,protein
1660,interacts_with,9325,protein,protein
1660,interacts_with,3007,protein,protein
1660,interacts_with,2521,protein,protein
1660,interacts_with,25949,protein,protein
1660,interacts_with,57418,protein,protein
1660,interacts_with,6135,protein,protein
1660,interacts_with,55696,protein,protein
1660,interacts_with,79002,protein,protein
1660,interacts_with,1938,protein,protein
1660,interacts_with,6129,protein,protein
1660,interacts_with,23759,protein,protein
1660,interacts_with,55226,protein,protein
1660,interacts_with,83858,protein,protein
1660,interacts_with,26354,protein,protein
1660,interacts_with,6132,protein,protein
1660,interacts_with,6188,protein,protein
1660,interacts_with,1314,protein,protein
1660,interacts_with,6206,protein,protein
1660,interacts_with,54881,protein,protein
1660,interacts_with,7534,protein,protein
1660,interacts_with,4670,protein,protein
1660,interacts_with,10989,protein,protein
1660,interacts_with,29978,protein,protein
1660,interacts_with,7514,protein,protein
1660,interacts_with,8065,protein,protein
1660,interacts_with,8451,protein,protein
1660,interacts_with,26986,protein,protein
1660,interacts_with,54984,protein,protein
1660,interacts_with,57819,protein,protein
1660,interacts_with,54165,protein,protein
1660,interacts_with,84991,protein,protein
1660,interacts_with,1019,protein,protein
1660,interacts_with,1153,protein,protein
1660,interacts_with,23451,protein,protein
1660,interacts_with,23450,protein,protein
1660,interacts_with,50628,protein,protein
1660,interacts_with,3106,protein,protein
1660,interacts_with,10289,protein,protein
1660,interacts_with,10642,protein,protein
1660,interacts_with,6189,protein,protein
1660,interacts_with,51747,protein,protein
1660,interacts_with,55379,protein,protein
1660,interacts_with,6161,protein,protein
1660,involved_in,GO:0071360,protein,function
1660,involved_in,GO:0065003,protein,function
1660,involved_in,GO:0032755,protein,function
1660,involved_in,GO:0032728,protein,function
1660,involved_in,GO:0070922,protein,function
1660,involved_in,GO:0039695,protein,function
1660,involved_in,GO:0006357,protein,function
1660,enables,GO:0003678,protein,function
1660,enables,GO:1990841,protein,function
1660,enables,GO:0035613,protein,function
1660,enables,GO:0043138,protein,function
1660,located_in,GO:0005726,protein,function
1660,part_of,GO:1990904,protein,function
1660,part_of,GO:0005844,protein,function
1660,part_of,GO:0032991,protein,function
701,interacts_with,8881,protein,protein
701,interacts_with,1938,protein,protein
701,interacts_with,983,protein,protein
701,interacts_with,4216,protein,protein
701,interacts_with,1616,protein,protein
701,interacts_with,51343,protein,protein
701,interacts_with,7514,protein,protein
701,interacts_with,29079,protein,protein
701,interacts_with,25936,protein,protein
701,interacts_with,991,protein,protein
701,interacts_with,8546,protein,protein
701,interacts_with,5525,protein,protein
701,involved_in,GO:0051444,protein,function
701,is_annotated_to,C0239676,protein,phenotype
701,is_annotated_to,C0575497,protein,phenotype
701,is_annotated_to,C3714756,protein,phenotype
701,is_annotated_to,C0026827,protein,phenotype
701,is_annotated_to,C0015934,protein,phenotype
701,is_annotated_to,C0018817,protein,phenotype
701,is_annotated_to,C0266174,protein,phenotype
701,is_annotated_to,C1850348,protein,phenotype
701,is_annotated_to,C4021899,protein,phenotype
701,associated_with,C0740345,protein,phenotype
701,associated_with,C1864389,protein,phenotype
79670,involved_in,GO:0010526,protein,function
79670,involved_in,GO:0031054,protein,function
79670,enables,GO:0050265,protein,function
C4305324,has_phenotype,C0041834,phenotype,phenotype
C4305324,has_phenotype,C1721006,phenotype,phenotype
C4305324,has_phenotype,C4476828,phenotype,phenotype
GO:0032708,negatively_regulates,GO:0032628,function,function
91694,interacts_with,54793,protein,protein
91694,interacts_with,54793,protein,protein
91694,interacts_with,146664,protein,protein
91694,interacts_with,150221,protein,protein
91694,interacts_with,64978,protein,protein
91694,interacts_with,114088,protein,protein
91694,interacts_with,83719,protein,protein
91694,interacts_with,51442,protein,protein
91694,interacts_with,60370,protein,protein
91694,interacts_with,7186,protein,protein
91694,interacts_with,84103,protein,protein
C1837475,has_phenotype,C0005745,phenotype,phenotype
C1837475,has_phenotype,C0015934,phenotype,phenotype
C1837475,has_phenotype,C0024032,phenotype,phenotype
C1837475,has_phenotype,C0026633,phenotype,phenotype
C1837475,has_phenotype,C0424503,phenotype,phenotype
C1837475,has_phenotype,C1263846,phenotype,phenotype
C1837475,has_phenotype,C1844806,phenotype,phenotype
C1837475,has_phenotype,C1854301,phenotype,phenotype
C1837475,has_phenotype,C1855843,phenotype,phenotype
C1837475,has_phenotype,C3714756,phenotype,phenotype
C1837475,has_phenotype,C4280304,phenotype,phenotype
C1837475,has_phenotype,C4732729,phenotype,phenotype
201299,interacts_with,5298,protein,protein
C3714899,has_phenotype,C0221357,phenotype,phenotype
C3714899,has_phenotype,C0409348,phenotype,phenotype
C3714899,has_phenotype,C1861388,phenotype,phenotype
C3714899,has_phenotype,C4021607,phenotype,phenotype
C1844680,has_phenotype,C0034012,phenotype,phenotype
8034,interacts_with,725,protein,protein
8034,interacts_with,27122,protein,protein
8034,interacts_with,136895,protein,protein
8034,interacts_with,9701,protein,protein
8034,interacts_with,6640,protein,protein
8034,interacts_with,3329,protein,protein
8034,involved_in,GO:0055085,protein,function
GO:0120099,is_a,GO:0032991,function,function
C3278138,has_phenotype,C0221357,phenotype,phenotype
C3278138,has_phenotype,C0409348,phenotype,phenotype
C3278138,has_phenotype,C0426414,phenotype,phenotype
C3278138,has_phenotype,C0857379,phenotype,phenotype
C3278138,has_phenotype,C1837483,phenotype,phenotype
C3278138,has_phenotype,C1866730,phenotype,phenotype
C3278138,has_phenotype,C4025814,phenotype,phenotype
C3278138,has_phenotype,C4280597,phenotype,phenotype
C3278138,has_annotated,1301,phenotype,protein
11328,interacts_with,81792,protein,protein
11328,interacts_with,3073,protein,protein
11328,interacts_with,51759,protein,protein
1153,interacts_with,55832,protein,protein
1153,interacts_with,4738,protein,protein
1153,interacts_with,4927,protein,protein
1153,interacts_with,7112,protein,protein
1153,interacts_with,648,protein,protein
1153,interacts_with,51067,protein,protein
1153,interacts_with,65008,protein,protein
1153,interacts_with,51747,protein,protein
1153,interacts_with,1660,protein,protein
1153,interacts_with,55696,protein,protein
1153,interacts_with,23451,protein,protein
1153,interacts_with,79002,protein,protein
1153,interacts_with,7094,protein,protein
1153,interacts_with,23450,protein,protein
1153,interacts_with,23759,protein,protein
1153,interacts_with,25949,protein,protein
1153,interacts_with,8065,protein,protein
1153,interacts_with,26986,protein,protein
1153,interacts_with,57819,protein,protein
1153,interacts_with,84991,protein,protein
1153,associated_with,C0600467,protein,phenotype
GO:0010161,is_a,GO:0071491,function,function
GO:0120312,is_a,GO:0009987,function,function
GO:1990950,is_a,GO:0044785,function,function
3156,interacts_with,83795,protein,protein
3156,interacts_with,55754,protein,protein
3156,interacts_with,54165,protein,protein
3156,interacts_with,267,protein,protein
3156,associated_with,C0020443,protein,phenotype
3156,associated_with,C0020445,protein,phenotype
C0332606,has_annotated,8468,phenotype,protein
C0332606,has_annotated,9275,phenotype,protein
C0332606,has_annotated,9031,phenotype,protein
C0332606,has_annotated,9569,phenotype,protein
170482,interacts_with,53842,protein,protein
170482,involved_in,GO:0044419,protein,function
GO:0008093,is_a,GO:0030674,function,function
134147,interacts_with,9585,protein,protein
134147,interacts_with,408,protein,protein
134147,interacts_with,1974,protein,protein
134147,located_in,GO:0070062,protein,function
7481,interacts_with,83895,protein,protein
7481,interacts_with,386675,protein,protein
7481,involved_in,GO:0030308,protein,function
7481,involved_in,GO:0061101,protein,function
7481,involved_in,GO:0045893,protein,function
7481,involved_in,GO:0060028,protein,function
7481,located_in,GO:0031012,protein,function
9210,involved_in,GO:0030509,protein,function
9210,is_annotated_to,C0034012,protein,phenotype
9210,is_annotated_to,C0239761,protein,phenotype
9210,is_annotated_to,C4024640,protein,phenotype
9210,associated_with,C1845294,protein,phenotype
51651,interacts_with,57017,protein,protein
51651,interacts_with,6570,protein,protein
51651,interacts_with,10989,protein,protein
51651,interacts_with,8165,protein,protein
51651,interacts_with,57120,protein,protein
51651,interacts_with,3106,protein,protein
51651,interacts_with,65992,protein,protein
51651,interacts_with,23042,protein,protein
51651,interacts_with,9412,protein,protein
51651,interacts_with,2319,protein,protein
51651,interacts_with,924,protein,protein
51651,interacts_with,89941,protein,protein
51651,interacts_with,23545,protein,protein
51651,interacts_with,94056,protein,protein
51651,interacts_with,23155,protein,protein
51651,is_annotated_to,C0034012,protein,phenotype
51651,is_annotated_to,C3714756,protein,phenotype
51651,is_annotated_to,C1854301,protein,phenotype
51651,is_annotated_to,C0009081,protein,phenotype
51651,is_annotated_to,C0265642,protein,phenotype
51651,is_annotated_to,C0424503,protein,phenotype
51651,is_annotated_to,C3554614,protein,phenotype
51651,associated_with,C4015728,protein,phenotype
C0086132,has_annotated,1545,phenotype,protein
C0086132,has_annotated,3787,phenotype,protein
C0086132,has_annotated,344148,phenotype,protein
GO:0042205,is_a,GO:0042196,function,function
80124,interacts_with,94160,protein,protein
80124,interacts_with,83932,protein,protein
80124,interacts_with,26043,protein,protein
80124,interacts_with,6935,protein,protein
80124,interacts_with,51343,protein,protein
80124,interacts_with,3959,protein,protein
80124,interacts_with,9585,protein,protein
80124,involved_in,GO:0016320,protein,function
GO:0048090,negatively_regulates,GO:0048095,function,function
219557,interacts_with,4223,protein,protein
6367,interacts_with,54878,protein,protein
6367,interacts_with,54915,protein,protein
6367,interacts_with,56905,protein,protein
C0020598,has_annotated,2767,phenotype,protein
C0020598,has_annotated,2778,phenotype,protein
C0020598,has_annotated,8600,phenotype,protein
C0020598,has_annotated,5443,phenotype,protein
GO:0031096,part_of,GO:0031094,function,function
GO:0072312,part_of,GO:0072244,function,function
C1833796,has_phenotype,C0432098,phenotype,phenotype
C1833796,has_phenotype,C1836186,phenotype,phenotype
GO:0050588,is_a,GO:0016703,function,function
GO:0045261,part_of,GO:0045259,function,function
C1412041,has_phenotype,C0023882,phenotype,phenotype
C1412041,has_phenotype,C0751778,phenotype,phenotype
C0268479,has_phenotype,C3714756,phenotype,phenotype
C0268479,has_phenotype,C4551714,phenotype,phenotype
C1864389,has_phenotype,C4021899,phenotype,phenotype
C1864389,has_annotated,701,phenotype,protein
C0221026,has_phenotype,C0003864,phenotype,phenotype
C0221026,has_phenotype,C0014038,phenotype,phenotype
C0221026,has_phenotype,C0020598,phenotype,phenotype
C0221026,has_phenotype,C0024228,phenotype,phenotype
C0221026,has_phenotype,C0025289,phenotype,phenotype
C0221026,has_phenotype,C0037278,phenotype,phenotype
C0221026,has_phenotype,C2239176,phenotype,phenotype
C0221026,has_phenotype,C3163798,phenotype,phenotype
C0221026,has_phenotype,C3714745,phenotype,phenotype
C0221026,has_phenotype,C4280333,phenotype,phenotype
C0406757,has_phenotype,C1527388,phenotype,phenotype
GO:1903751,is_a,GO:1902176,function,function
GO:1902269,is_a,GO:1902267,function,function
5203,interacts_with,27077,protein,protein
5203,interacts_with,54468,protein,protein
5203,interacts_with,10289,protein,protein
5203,enables,GO:0001540,protein,function
27293,interacts_with,9412,protein,protein
27293,located_in,GO:0070062,protein,function
55526,interacts_with,284716,protein,protein
55526,interacts_with,56938,protein,protein
55526,interacts_with,3329,protein,protein
55526,interacts_with,8562,protein,protein
55526,is_annotated_to,C0026827,protein,phenotype
55526,is_annotated_to,C1263846,protein,phenotype
55526,is_annotated_to,C3554568,protein,phenotype
55526,is_annotated_to,C4011937,protein,phenotype
GO:0045117,is_a,GO:0055085,function,function
C0917800,has_phenotype,C0006009,phenotype,phenotype
C0917800,has_phenotype,C0424323,phenotype,phenotype
C0917800,has_phenotype,C0751778,phenotype,phenotype
C0917800,has_phenotype,C1263846,phenotype,phenotype
C0917800,has_phenotype,C1704276,phenotype,phenotype
C0917800,has_phenotype,C1854301,phenotype,phenotype
C0917800,has_phenotype,C1855996,phenotype,phenotype
C0917800,has_phenotype,C4023681,phenotype,phenotype
C0917800,has_annotated,5443,phenotype,protein
C0917800,has_annotated,9693,phenotype,protein
23328,interacts_with,80306,protein,protein
23328,part_of,GO:0032991,protein,function
23328,acts_upstream_of_or_within,GO:1902498,protein,function
23328,is_annotated_to,C0007137,protein,phenotype
23328,associated_with,C3492944,protein,phenotype
C1135747,has_phenotype,C0014038,phenotype,phenotype
C1135747,has_phenotype,C0151315,phenotype,phenotype
C1135747,has_phenotype,C4023149,phenotype,phenotype
C1135747,has_phenotype,C4281993,phenotype,phenotype
C2675730,has_phenotype,C0221357,phenotype,phenotype
C2675730,has_phenotype,C0239676,phenotype,phenotype
C2675730,has_phenotype,C0424503,phenotype,phenotype
C2675730,has_phenotype,C3714756,phenotype,phenotype
C2675730,has_phenotype,C4022849,phenotype,phenotype
C2675730,has_phenotype,C4082304,phenotype,phenotype
GO:0009909,is_a,GO:0048580,function,function
C0271689,has_phenotype,C0015934,phenotype,phenotype
C0271689,has_phenotype,C0029927,phenotype,phenotype
C0271689,has_phenotype,C0234958,phenotype,phenotype
C0271689,has_phenotype,C0332606,phenotype,phenotype
C0271689,has_phenotype,C1850189,phenotype,phenotype
GO:0075520,is_a,GO:0075733,function,function
DB00914,inhibitor,3764,drug,protein
DB01401,treats,C0003864,drug,phenotype
55663,interacts_with,125115,protein,protein
55663,interacts_with,92715,protein,protein
55663,interacts_with,55663,protein,protein
55663,interacts_with,55663,protein,protein
55663,interacts_with,222696,protein,protein
55663,involved_in,GO:0006357,protein,function
10430,interacts_with,388633,protein,protein
10430,interacts_with,23554,protein,protein
10430,interacts_with,51280,protein,protein
10430,interacts_with,55177,protein,protein
10430,interacts_with,7401,protein,protein
10430,interacts_with,54344,protein,protein
10430,interacts_with,169693,protein,protein
10430,part_of,GO:0032991,protein,function
GO:1900579,is_a,GO:0010685,function,function
GO:0044403,is_a,GO:0044419,function,function
C2037047,has_annotated,23545,phenotype,protein
C4540345,has_phenotype,C0037763,phenotype,phenotype
C4540345,has_phenotype,C0234958,phenotype,phenotype
C4540345,has_phenotype,C0476408,phenotype,phenotype
C4540345,has_phenotype,C1854301,phenotype,phenotype
146547,enables,GO:0004252,protein,function
9693,interacts_with,83872,protein,protein
9693,interacts_with,7534,protein,protein
9693,interacts_with,7514,protein,protein
9693,interacts_with,23025,protein,protein
9693,interacts_with,5909,protein,protein
9693,interacts_with,83992,protein,protein
9693,interacts_with,26469,protein,protein
9693,involved_in,GO:0031547,protein,function
9693,enables,GO:0030552,protein,function
9693,NOT|enables,GO:0030552,protein,function
9693,located_in,GO:0030139,protein,function
9693,is_active_in,GO:0030139,protein,function
9693,part_of,GO:0032991,protein,function
9693,associated_with,C0338478,protein,phenotype
9693,associated_with,C0917800,protein,phenotype
8839,is_active_in,GO:0031012,protein,function
283,interacts_with,64241,protein,protein
283,interacts_with,537,protein,protein
283,involved_in,GO:0090502,protein,function
283,enables,GO:0005102,protein,function
283,is_annotated_to,C0037763,protein,phenotype
353144,interacts_with,386675,protein,protein
353144,interacts_with,10252,protein,protein
GO:1902568,is_a,GO:1902566,function,function
54998,interacts_with,3665,protein,protein
54998,interacts_with,26469,protein,protein
54998,interacts_with,57380,protein,protein
54998,interacts_with,23078,protein,protein
54998,interacts_with,4720,protein,protein
54998,interacts_with,4726,protein,protein
54998,interacts_with,10845,protein,protein
54998,interacts_with,6731,protein,protein
54998,interacts_with,11222,protein,protein
54998,interacts_with,5831,protein,protein
54998,interacts_with,6132,protein,protein
54998,interacts_with,1662,protein,protein
54998,interacts_with,6150,protein,protein
54998,interacts_with,64978,protein,protein
54998,interacts_with,55028,protein,protein
54998,interacts_with,26354,protein,protein
54998,interacts_with,65008,protein,protein
54998,interacts_with,54881,protein,protein
54998,interacts_with,9524,protein,protein
54998,interacts_with,10916,protein,protein
54998,interacts_with,51373,protein,protein
54998,interacts_with,9093,protein,protein
54998,interacts_with,90060,protein,protein
54998,interacts_with,4698,protein,protein
54998,interacts_with,51204,protein,protein
54998,interacts_with,6189,protein,protein
54998,interacts_with,6161,protein,protein
54998,interacts_with,64434,protein,protein
54998,interacts_with,25902,protein,protein
54998,interacts_with,65080,protein,protein
54998,interacts_with,29889,protein,protein
54998,interacts_with,64951,protein,protein
54998,interacts_with,55226,protein,protein
54998,interacts_with,1892,protein,protein
54998,interacts_with,9181,protein,protein
54998,interacts_with,9330,protein,protein
54998,interacts_with,9701,protein,protein
54998,interacts_with,55035,protein,protein
54998,interacts_with,64426,protein,protein
54998,interacts_with,3329,protein,protein
57152,involved_in,GO:0010839,protein,function
57152,located_in,GO:0070062,protein,function
57152,is_annotated_to,C0020458,protein,phenotype
57152,is_annotated_to,C0221357,protein,phenotype
57152,is_annotated_to,C0022584,protein,phenotype
57152,associated_with,C0022584,protein,phenotype
57152,is_annotated_to,C0020757,protein,phenotype
57152,is_annotated_to,C0041834,protein,phenotype
57152,is_annotated_to,C4531290,protein,phenotype
GO:0048791,is_a,GO:0016079,function,function
152503,interacts_with,2994,protein,protein
152503,interacts_with,51343,protein,protein
105378952,involved_in,GO:0006357,protein,function
10791,interacts_with,255043,protein,protein
10791,interacts_with,51316,protein,protein
10791,interacts_with,6570,protein,protein
10791,interacts_with,24145,protein,protein
10791,interacts_with,79022,protein,protein
10791,interacts_with,116441,protein,protein
10791,involved_in,GO:0030154,protein,function
10791,located_in,GO:0070062,protein,function
403274,enables,GO:0005549,protein,function
C3809753,has_phenotype,C0424323,phenotype,phenotype
C3809753,has_phenotype,C3714756,phenotype,phenotype
C3809753,has_phenotype,C4280597,phenotype,phenotype
C5231464,has_phenotype,C4280333,phenotype,phenotype
84132,interacts_with,54881,protein,protein
84132,interacts_with,57418,protein,protein
84132,interacts_with,57470,protein,protein
84132,interacts_with,6935,protein,protein
84132,involved_in,GO:0007283,protein,function
84132,involved_in,GO:0030154,protein,function
C4225403,has_phenotype,C0004245,phenotype,phenotype
C4225403,has_phenotype,C0018790,phenotype,phenotype
C4225403,has_phenotype,C3554568,phenotype,phenotype
79002,interacts_with,26986,protein,protein
79002,interacts_with,57819,protein,protein
79002,interacts_with,84991,protein,protein
79002,interacts_with,1153,protein,protein
79002,interacts_with,23451,protein,protein
79002,interacts_with,23450,protein,protein
79002,interacts_with,51747,protein,protein
79002,interacts_with,1660,protein,protein
79002,interacts_with,25949,protein,protein
79002,interacts_with,23759,protein,protein
79002,interacts_with,55696,protein,protein
4884,interacts_with,124626,protein,protein
4884,interacts_with,655,protein,protein
4884,involved_in,GO:0098962,protein,function
4884,involved_in,GO:0071333,protein,function
80256,interacts_with,9618,protein,protein
80256,interacts_with,7186,protein,protein
80256,interacts_with,9093,protein,protein
GO:0016598,is_a,GO:0036211,function,function
C3501848,has_annotated,4868,phenotype,protein
C3501848,has_annotated,4868,phenotype,protein
C3501848,has_phenotype,C0033687,phenotype,phenotype
C4014347,has_phenotype,C0014877,phenotype,phenotype
C4014347,has_phenotype,C0426414,phenotype,phenotype
C4014347,has_phenotype,C1868571,phenotype,phenotype
C4014347,has_phenotype,C3552463,phenotype,phenotype
C4014347,has_phenotype,C3714756,phenotype,phenotype
C4014347,has_phenotype,C4023681,phenotype,phenotype
C4014347,has_annotated,10978,phenotype,protein
C3150545,has_phenotype,C0029410,phenotype,phenotype
C3150545,has_phenotype,C0434785,phenotype,phenotype
C3150545,has_phenotype,C1836184,phenotype,phenotype
C1834129,has_annotated,2187,phenotype,protein
C1834129,has_annotated,90,phenotype,protein
C1834129,has_annotated,3425,phenotype,protein
C1834129,has_annotated,7547,phenotype,protein
C3554568,has_annotated,64601,phenotype,protein
C3554568,has_annotated,4864,phenotype,protein
C3554568,has_annotated,845,phenotype,protein
C3554568,has_annotated,154197,phenotype,protein
C3554568,has_annotated,83959,phenotype,protein
C3554568,has_annotated,1690,phenotype,protein
C3554568,has_annotated,100996717,phenotype,protein
C3554568,has_annotated,80201,phenotype,protein
C3554568,has_annotated,55526,phenotype,protein
C3554568,has_annotated,2034,phenotype,protein
C3554568,has_annotated,2542,phenotype,protein
C3554568,has_annotated,7072,phenotype,protein
GO:0001681,is_a,GO:0008126,function,function
441362,interacts_with,9618,protein,protein
C4021740,has_annotated,1616,phenotype,protein
GO:0021901,part_of,GO:0021862,function,function
9880,interacts_with,170082,protein,protein
9880,interacts_with,2622,protein,protein
9880,interacts_with,90933,protein,protein
9880,involved_in,GO:0006357,protein,function
DB14006,treats,C0003873,drug,phenotype
DB14006,substrate,55349,drug,protein
DB14006,substrate,1119,drug,protein
C0265223,has_phenotype,C0015934,phenotype,phenotype
C0265223,has_phenotype,C0024032,phenotype,phenotype
C0265223,has_phenotype,C0026827,phenotype,phenotype
C0265223,has_phenotype,C0034012,phenotype,phenotype
C0265223,has_phenotype,C0037822,phenotype,phenotype
C0265223,has_phenotype,C1853487,phenotype,phenotype
C0265223,has_phenotype,C1854301,phenotype,phenotype
C0265223,has_phenotype,C1861324,phenotype,phenotype
C0265223,has_phenotype,C3714756,phenotype,phenotype
C0265223,has_phenotype,C4072879,phenotype,phenotype
C0265223,has_phenotype,C4073184,phenotype,phenotype
